[2026-09-24T05:42:51.878451Z] new run in runs/main: 14928 planned calls
[2026-09-24T05:42:52.359847Z] model block: llama3.3:70b (repeat 1)
[2026-09-25T00:04:02.037394Z] 12932/14928 r3-qwen3_8b-s0352-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:04:04.748053Z] 12933/14928 r3-qwen3_8b-s0239-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-25T00:04:06.196963Z] 12934/14928 r3-qwen3_8b-s0239-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:04:08.987247Z] 12935/14928 r3-qwen3_8b-s0605-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:04:10.328344Z] 12936/14928 r3-qwen3_8b-s0605-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-25T00:04:13.245339Z] 12937/14928 r3-qwen3_8b-s0274-exposed valid=True action=CASH latency=2.9s
[2026-09-25T00:04:14.920041Z] 12938/14928 r3-qwen3_8b-s0274-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-25T00:04:17.363255Z] 12939/14928 r3-qwen3_8b-s0049-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T00:04:19.246605Z] 12940/14928 r3-qwen3_8b-s0049-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T00:04:20.922200Z] 12941/14928 r3-qwen3_8b-s0806-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:04:23.331104Z] 12942/14928 r3-qwen3_8b-s0806-exposed valid=True action=BTC latency=2.4s
[2026-09-25T00:04:24.973081Z] 12943/14928 r3-qwen3_8b-s0075-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:04:27.656662Z] 12944/14928 r3-qwen3_8b-s0075-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-25T00:04:29.197128Z] 12945/14928 r3-qwen3_8b-s0889-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:04:32.059367Z] 12946/14928 r3-qwen3_8b-s0889-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T00:04:34.939558Z] 12947/14928 r3-qwen3_8b-s0839-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T00:04:36.471702Z] 12948/14928 r3-qwen3_8b-s0839-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:04:39.119215Z] 12949/14928 r3-qwen3_8b-s1034-exposed valid=True action=BTC latency=2.6s
[2026-09-25T00:04:40.849868Z] 12950/14928 r3-qwen3_8b-s1034-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:04:42.530476Z] 12951/14928 r3-qwen3_8b-s0702-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:04:45.025882Z] 12952/14928 r3-qwen3_8b-s0702-exposed valid=True action=BTC latency=2.5s
[2026-09-25T00:04:46.510391Z] 12953/14928 r3-qwen3_8b-s0893-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:04:49.341783Z] 12954/14928 r3-qwen3_8b-s0893-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:04:51.910515Z] 12955/14928 r3-qwen3_8b-s0960-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:04:53.609571Z] 12956/14928 r3-qwen3_8b-s0960-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-25T00:04:54.983497Z] 12957/14928 r3-qwen3_8b-s1184-hidden valid=True action=CASH latency=1.4s
[2026-09-25T00:04:57.587478Z] 12958/14928 r3-qwen3_8b-s1184-exposed valid=True action=CASH latency=2.6s
[2026-09-25T00:05:00.406932Z] 12959/14928 r3-qwen3_8b-s0632-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:05:02.243446Z] 12960/14928 r3-qwen3_8b-s0632-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T00:05:04.466975Z] 12961/14928 r3-qwen3_8b-s0062-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-25T00:05:05.865028Z] 12962/14928 r3-qwen3_8b-s0062-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:05:07.469127Z] 12963/14928 r3-qwen3_8b-s0209-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:05:10.386776Z] 12964/14928 r3-qwen3_8b-s0209-exposed valid=True action=CASH latency=2.9s
[2026-09-25T00:05:13.193419Z] 12965/14928 r3-qwen3_8b-s0613-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:05:14.723610Z] 12966/14928 r3-qwen3_8b-s0613-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:05:17.166274Z] 12967/14928 r3-qwen3_8b-s0971-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T00:05:18.638386Z] 12968/14928 r3-qwen3_8b-s0971-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:05:20.430397Z] 12969/14928 r3-qwen3_8b-s0503-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T00:05:23.240842Z] 12970/14928 r3-qwen3_8b-s0503-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:05:25.617180Z] 12971/14928 r3-qwen3_8b-s0406-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T00:05:26.959258Z] 12972/14928 r3-qwen3_8b-s0406-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-25T00:05:29.774207Z] 12973/14928 r3-qwen3_8b-s0525-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:05:31.622569Z] 12974/14928 r3-qwen3_8b-s0525-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T00:05:32.995450Z] 12975/14928 r3-qwen3_8b-s0906-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:05:35.411162Z] 12976/14928 r3-qwen3_8b-s0906-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T00:05:36.852294Z] 12977/14928 r3-qwen3_8b-s0367-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:05:39.661413Z] 12978/14928 r3-qwen3_8b-s0367-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:05:42.322769Z] 12979/14928 r3-qwen3_8b-s0688-exposed valid=True action=BTC latency=2.7s
[2026-09-25T00:05:43.638111Z] 12980/14928 r3-qwen3_8b-s0688-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-25T00:05:45.314698Z] 12981/14928 r3-qwen3_8b-s0312-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:05:48.181541Z] 12982/14928 r3-qwen3_8b-s0312-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T00:05:50.038837Z] 12983/14928 r3-qwen3_8b-s0010-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T00:05:52.798181Z] 12984/14928 r3-qwen3_8b-s0010-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:05:54.253066Z] 12985/14928 r3-qwen3_8b-s1238-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:05:57.041946Z] 12986/14928 r3-qwen3_8b-s1238-exposed valid=True action=BTC latency=2.8s
[2026-09-25T00:05:59.944110Z] 12987/14928 r3-qwen3_8b-s0876-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T00:06:01.347619Z] 12988/14928 r3-qwen3_8b-s0876-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:06:04.187881Z] 12989/14928 r3-qwen3_8b-s0571-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:06:05.571401Z] 12990/14928 r3-qwen3_8b-s0571-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:06:06.910760Z] 12991/14928 r3-qwen3_8b-s0245-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-25T00:06:09.154745Z] 12992/14928 r3-qwen3_8b-s0245-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-25T00:06:11.723157Z] 12993/14928 r3-qwen3_8b-s0933-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:06:13.324343Z] 12994/14928 r3-qwen3_8b-s0933-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:06:14.686998Z] 12995/14928 r3-qwen3_8b-s0295-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:06:17.306664Z] 12996/14928 r3-qwen3_8b-s0295-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:06:18.798634Z] 12997/14928 r3-qwen3_8b-s0873-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:06:21.486256Z] 12998/14928 r3-qwen3_8b-s0873-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-25T00:06:24.299420Z] 12999/14928 r3-qwen3_8b-s0629-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:06:26.092446Z] 13000/14928 r3-qwen3_8b-s0629-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T00:06:29.287442Z] 13001/14928 r3-qwen3_8b-s0516-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T00:06:30.608870Z] 13002/14928 r3-qwen3_8b-s0516-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-25T00:06:33.539742Z] 13003/14928 r3-qwen3_8b-s0595-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T00:06:35.335905Z] 13004/14928 r3-qwen3_8b-s0595-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T00:06:38.174863Z] 13005/14928 r3-qwen3_8b-s0529-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:06:39.639749Z] 13006/14928 r3-qwen3_8b-s0529-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:06:40.955685Z] 13007/14928 r3-qwen3_8b-s1243-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-25T00:06:42.934015Z] 13008/14928 r3-qwen3_8b-s1243-exposed valid=True action=ABSTAIN latency=2.0s
[2026-09-25T00:06:44.771302Z] 13009/14928 r3-qwen3_8b-s0849-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T00:06:47.591189Z] 13010/14928 r3-qwen3_8b-s0849-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:06:50.470678Z] 13011/14928 r3-qwen3_8b-s1027-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T00:06:51.834866Z] 13012/14928 r3-qwen3_8b-s1027-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:06:54.276574Z] 13013/14928 r3-qwen3_8b-s1030-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T00:06:55.918863Z] 13014/14928 r3-qwen3_8b-s1030-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:06:57.646334Z] 13015/14928 r3-qwen3_8b-s1055-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:07:00.113375Z] 13016/14928 r3-qwen3_8b-s1055-exposed valid=True action=BTC latency=2.5s
[2026-09-25T00:07:01.656913Z] 13017/14928 r3-qwen3_8b-s1104-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:07:04.310221Z] 13018/14928 r3-qwen3_8b-s1104-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:07:06.171756Z] 13019/14928 r3-qwen3_8b-s0860-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T00:07:08.714035Z] 13020/14928 r3-qwen3_8b-s0860-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T00:07:11.171493Z] 13021/14928 r3-qwen3_8b-s0189-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T00:07:12.904799Z] 13022/14928 r3-qwen3_8b-s0189-hidden valid=True action=CASH latency=1.7s
[2026-09-25T00:07:15.597998Z] 13023/14928 r3-qwen3_8b-s0262-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-25T00:07:17.087554Z] 13024/14928 r3-qwen3_8b-s0262-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:07:19.904762Z] 13025/14928 r3-qwen3_8b-s0376-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:07:21.701374Z] 13026/14928 r3-qwen3_8b-s0376-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T00:07:24.272235Z] 13027/14928 r3-qwen3_8b-s1140-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:07:25.613458Z] 13028/14928 r3-qwen3_8b-s1140-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-25T00:07:27.151241Z] 13029/14928 r3-qwen3_8b-s0737-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:07:29.462783Z] 13030/14928 r3-qwen3_8b-s0737-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T00:07:30.872949Z] 13031/14928 r3-qwen3_8b-s0345-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:07:33.454347Z] 13032/14928 r3-qwen3_8b-s0345-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:07:35.870862Z] 13033/14928 r3-qwen3_8b-s0726-exposed valid=True action=BTC latency=2.4s
[2026-09-25T00:07:37.572392Z] 13034/14928 r3-qwen3_8b-s0726-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:07:39.212149Z] 13035/14928 r3-qwen3_8b-s0834-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:07:42.141575Z] 13036/14928 r3-qwen3_8b-s0834-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T00:07:44.020779Z] 13037/14928 r3-qwen3_8b-s0528-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T00:07:46.813714Z] 13038/14928 r3-qwen3_8b-s0528-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:07:48.216782Z] 13039/14928 r3-qwen3_8b-s1105-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:07:50.765469Z] 13040/14928 r3-qwen3_8b-s1105-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T00:07:53.444644Z] 13041/14928 r3-qwen3_8b-s0910-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-25T00:07:54.970086Z] 13042/14928 r3-qwen3_8b-s0910-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:07:56.316520Z] 13043/14928 r3-qwen3_8b-s0686-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-25T00:07:58.739077Z] 13044/14928 r3-qwen3_8b-s0686-exposed valid=True action=BTC latency=2.4s
[2026-09-25T00:08:01.540759Z] 13045/14928 r3-qwen3_8b-s0645-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:08:02.920149Z] 13046/14928 r3-qwen3_8b-s0645-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:08:05.641957Z] 13047/14928 r3-qwen3_8b-s0923-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-25T00:08:07.194108Z] 13048/14928 r3-qwen3_8b-s0923-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:08:09.647949Z] 13049/14928 r3-qwen3_8b-s1085-exposed valid=True action=BTC latency=2.5s
[2026-09-25T00:08:11.304706Z] 13050/14928 r3-qwen3_8b-s1085-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:08:13.803347Z] 13051/14928 r3-qwen3_8b-s0818-exposed valid=True action=BTC latency=2.5s
[2026-09-25T00:08:15.519720Z] 13052/14928 r3-qwen3_8b-s0818-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:08:16.864878Z] 13053/14928 r3-qwen3_8b-s0967-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-25T00:08:19.320691Z] 13054/14928 r3-qwen3_8b-s0967-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T00:08:22.216916Z] 13055/14928 r3-qwen3_8b-s0499-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T00:08:24.121124Z] 13056/14928 r3-qwen3_8b-s0499-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T00:08:26.821023Z] 13057/14928 r3-qwen3_8b-s0691-exposed valid=True action=BTC latency=2.7s
[2026-09-25T00:08:28.599702Z] 13058/14928 r3-qwen3_8b-s0691-hidden valid=True action=BTC latency=1.8s
[2026-09-25T00:08:30.997066Z] 13059/14928 r3-qwen3_8b-s1091-exposed valid=True action=BTC latency=2.4s
[2026-09-25T00:08:32.820005Z] 13060/14928 r3-qwen3_8b-s1091-hidden valid=True action=BTC latency=1.8s
[2026-09-25T00:08:35.635087Z] 13061/14928 r3-qwen3_8b-s0874-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:08:37.328128Z] 13062/14928 r3-qwen3_8b-s0874-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-25T00:08:38.867400Z] 13063/14928 r3-qwen3_8b-s0067-hidden valid=True action=CASH latency=1.5s
[2026-09-25T00:08:41.236652Z] 13064/14928 r3-qwen3_8b-s0067-exposed valid=True action=CASH latency=2.4s
[2026-09-25T00:08:42.796236Z] 13065/14928 r3-qwen3_8b-s0492-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:08:45.372411Z] 13066/14928 r3-qwen3_8b-s0492-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:08:48.169062Z] 13067/14928 r3-qwen3_8b-s0929-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:08:49.734250Z] 13068/14928 r3-qwen3_8b-s0929-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:08:52.469559Z] 13069/14928 r3-qwen3_8b-s0165-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-25T00:08:54.032328Z] 13070/14928 r3-qwen3_8b-s0165-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:08:55.494124Z] 13071/14928 r3-qwen3_8b-s0244-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:08:57.947568Z] 13072/14928 r3-qwen3_8b-s0244-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T00:08:59.308012Z] 13073/14928 r3-qwen3_8b-s0696-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:09:01.769527Z] 13074/14928 r3-qwen3_8b-s0696-exposed valid=True action=BTC latency=2.5s
[2026-09-25T00:09:03.690829Z] 13075/14928 r3-qwen3_8b-s0108-exposed valid=True action=ABSTAIN latency=1.9s
[2026-09-25T00:09:05.235162Z] 13076/14928 r3-qwen3_8b-s0108-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:09:08.015284Z] 13077/14928 r3-qwen3_8b-s1006-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:09:09.541617Z] 13078/14928 r3-qwen3_8b-s1006-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:09:11.206075Z] 13079/14928 r3-qwen3_8b-s0808-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:09:13.579359Z] 13080/14928 r3-qwen3_8b-s0808-exposed valid=True action=BTC latency=2.4s
[2026-09-25T00:09:15.360678Z] 13081/14928 r3-qwen3_8b-s0724-hidden valid=True action=BTC latency=1.8s
[2026-09-25T00:09:17.702188Z] 13082/14928 r3-qwen3_8b-s0724-exposed valid=True action=BTC latency=2.3s
[2026-09-25T00:09:19.432406Z] 13083/14928 r3-qwen3_8b-s0572-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-25T00:09:22.242913Z] 13084/14928 r3-qwen3_8b-s0572-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:09:25.065951Z] 13085/14928 r3-qwen3_8b-s0432-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:09:26.456309Z] 13086/14928 r3-qwen3_8b-s0432-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:09:28.759877Z] 13087/14928 r3-qwen3_8b-s0391-exposed valid=True action=BTC latency=2.3s
[2026-09-25T00:09:30.531708Z] 13088/14928 r3-qwen3_8b-s0391-hidden valid=True action=BTC latency=1.8s
[2026-09-25T00:09:33.381539Z] 13089/14928 r3-qwen3_8b-s0021-exposed valid=True action=CASH latency=2.8s
[2026-09-25T00:09:34.737233Z] 13090/14928 r3-qwen3_8b-s0021-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:09:36.193147Z] 13091/14928 r3-qwen3_8b-s0907-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:09:38.807971Z] 13092/14928 r3-qwen3_8b-s0907-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:09:41.187292Z] 13093/14928 r3-qwen3_8b-s0448-exposed valid=True action=BTC latency=2.4s
[2026-09-25T00:09:42.910343Z] 13094/14928 r3-qwen3_8b-s0448-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:09:44.589277Z] 13095/14928 r3-qwen3_8b-s1118-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:09:47.176407Z] 13096/14928 r3-qwen3_8b-s1118-exposed valid=True action=BTC latency=2.6s
[2026-09-25T00:09:48.787880Z] 13097/14928 r3-qwen3_8b-s0425-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:09:51.109383Z] 13098/14928 r3-qwen3_8b-s0425-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T00:09:52.759117Z] 13099/14928 r3-qwen3_8b-s1179-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:09:55.110025Z] 13100/14928 r3-qwen3_8b-s1179-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T00:09:58.097756Z] 13101/14928 r3-qwen3_8b-s0559-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:09:59.883935Z] 13102/14928 r3-qwen3_8b-s0559-hidden valid=True action=BTC latency=1.8s
[2026-09-25T00:10:01.518330Z] 13103/14928 r3-qwen3_8b-s0342-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:10:04.188152Z] 13104/14928 r3-qwen3_8b-s0342-exposed valid=True action=CASH latency=2.7s
[2026-09-25T00:10:06.953693Z] 13105/14928 r3-qwen3_8b-s0865-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:10:08.828011Z] 13106/14928 r3-qwen3_8b-s0865-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T00:10:11.466924Z] 13107/14928 r3-qwen3_8b-s0918-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:10:13.279734Z] 13108/14928 r3-qwen3_8b-s0918-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T00:10:14.997384Z] 13109/14928 r3-qwen3_8b-s0459-hidden valid=True action=BTC latency=1.7s
[2026-09-25T00:10:17.522030Z] 13110/14928 r3-qwen3_8b-s0459-exposed valid=True action=BTC latency=2.5s
[2026-09-25T00:10:18.828734Z] 13111/14928 r3-qwen3_8b-s0077-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-25T00:10:21.314813Z] 13112/14928 r3-qwen3_8b-s0077-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T00:10:23.100384Z] 13113/14928 r3-qwen3_8b-s1057-hidden valid=True action=BTC latency=1.8s
[2026-09-25T00:10:25.535984Z] 13114/14928 r3-qwen3_8b-s1057-exposed valid=True action=BTC latency=2.4s
[2026-09-25T00:10:28.168766Z] 13115/14928 r3-qwen3_8b-s0965-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:10:29.666173Z] 13116/14928 r3-qwen3_8b-s0965-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:10:31.520963Z] 13117/14928 r3-qwen3_8b-s1216-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T00:10:34.373618Z] 13118/14928 r3-qwen3_8b-s1216-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:10:35.982666Z] 13119/14928 r3-qwen3_8b-s0437-hidden valid=True action=ABSTAIN latency=1.6s
[2026-09-25T00:10:38.888027Z] 13120/14928 r3-qwen3_8b-s0437-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T00:10:41.408314Z] 13121/14928 r3-qwen3_8b-s0561-exposed valid=True action=BTC latency=2.5s
[2026-09-25T00:10:43.248209Z] 13122/14928 r3-qwen3_8b-s0561-hidden valid=True action=BTC latency=1.8s
[2026-09-25T00:10:45.741739Z] 13123/14928 r3-qwen3_8b-s0832-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T00:10:47.200684Z] 13124/14928 r3-qwen3_8b-s0832-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:10:49.981738Z] 13125/14928 r3-qwen3_8b-s1208-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:10:51.714535Z] 13126/14928 r3-qwen3_8b-s1208-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-25T00:10:54.429643Z] 13127/14928 r3-qwen3_8b-s0222-exposed valid=True action=CASH latency=2.7s
[2026-09-25T00:10:56.258550Z] 13128/14928 r3-qwen3_8b-s0222-hidden valid=True action=CASH latency=1.8s
[2026-09-25T00:10:58.755088Z] 13129/14928 r3-qwen3_8b-s0198-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T00:11:00.128732Z] 13130/14928 r3-qwen3_8b-s0198-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:11:01.513619Z] 13131/14928 r3-qwen3_8b-s0729-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:11:03.952788Z] 13132/14928 r3-qwen3_8b-s0729-exposed valid=True action=BTC latency=2.4s
[2026-09-25T00:11:05.323255Z] 13133/14928 r3-qwen3_8b-s0327-hidden valid=True action=ABSTAIN latency=1.4s
[2026-09-25T00:11:07.825985Z] 13134/14928 r3-qwen3_8b-s0327-exposed valid=True action=CASH latency=2.5s
[2026-09-25T00:11:09.344988Z] 13135/14928 r3-qwen3_8b-s0344-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:11:11.948417Z] 13136/14928 r3-qwen3_8b-s0344-exposed valid=True action=ABSTAIN latency=2.6s
[2026-09-25T00:11:13.282326Z] 13137/14928 r3-qwen3_8b-s0071-hidden valid=True action=ABSTAIN latency=1.3s
[2026-09-25T00:11:15.789654Z] 13138/14928 r3-qwen3_8b-s0071-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T00:11:17.270775Z] 13139/14928 r3-qwen3_8b-s0315-hidden valid=True action=ABSTAIN latency=1.5s
[2026-09-25T00:11:20.025110Z] 13140/14928 r3-qwen3_8b-s0315-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T00:11:21.349891Z] 13141/14928 r3-qwen3_8b-s0043-hidden valid=True action=ABSTAIN latency=1.3s
